what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021326464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021338750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021339417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021343310
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481021363456
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1481021363478
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481021371338
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481021372725
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481021556964
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481021563593
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481021566249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481021567622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021586632
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021587928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021589977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021592395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021593602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021599705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021599735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021610100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021611951
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021616573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021616596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021627199
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481021632193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481021648198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481021662631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481021672519
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1481021674151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021676007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021677295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021677700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021680748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021688460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021690441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021691390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021693092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021693598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021694793
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021695102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021700513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021700537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021702742
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021724325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021732454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021732480
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021753173
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481021753207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021754388
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481021771104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481029982055
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481030064955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481030066673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481030069096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481030072617
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1481030073533
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481030079885
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481030090741
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481030099448
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481030102153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481030103060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481030106697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481030133592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481030137586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481030192365
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481030195133
