what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248605422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248606632
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248607086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248608510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248609030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248621284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248623163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248636308
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1481248636338
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481248639565
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481248644746
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1481248669120
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481248669271
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481248683560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481248689542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481248690421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481248702697
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248704363
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248715269
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1481248715296
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481248722085
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481248727496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248729473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248738540
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1481248738571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481248741282
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1481248742109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481248787747
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1481248790187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1481248791548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1481248798100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248799498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248806249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248806268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248809790
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248810524
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248814395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1481248814700
